id,p_clause,n_arg,correct
09xDTI8LSEw,0.9937644483730783,2,TRUE
0KqRT45szSM,0.8299150866939995,2,TRUE
0UIrU4dVlJC,0.9889143769959986,2,TRUE
0izgAvabRMe,0.9464072287023689,2,TRUE
0wR1nsJowkw,0.9243150638188671,2,TRUE
0xBuYLZtSQW,0.9575122846473091,2,TRUE
101364B8E1494,0.21140000404549802,2,FALSE
10DB1BDA353B4,0.6075178761359319,2,TRUE
118A2C26C953C,0.9626471829802242,2,TRUE
1200C9CDF5837,0.9952098503755191,2,TRUE
125EEA4A9AA5D,0.9889095344708208,2,TRUE
12BAC0A957315,0.9373410439334119,2,TRUE
13gB3JYkmPX,0.9663325598424236,2,TRUE
1403027725940,0.9969774540262166,2,TRUE
140FEB6FE302E,0.9050614959936597,2,TRUE
1419F9D4862CB,0.3370439841770743,2,FALSE
14FF12FD2E223,0.9218395855988651,2,TRUE
14L6zjJGyn9,0.996251847595005,2,TRUE
169953FEAC382,0.2996330052320012,2,FALSE
16EF029E5A0D6,0.9952114776084298,2,TRUE
16F92592974DE,0.9009851116015558,2,TRUE
1702B926728C4,0.7265756718174189,2,TRUE
172476CA77154,0.9849064085980922,2,TRUE
186EF2382FFD1,0.9889175198815308,2,TRUE
18926FF9C7153,0.9952123139070684,2,TRUE
189D83CC6DBAA,0.9918104973045748,2,TRUE
18DA4F8B42597,0.567087465609186,2,TRUE
18EA4F21CD4D4,0.8702136341971649,2,TRUE
1929F4EE1BD06,0.3173575239797319,2,FALSE
19596CC1829A8,0.9889143769959987,2,TRUE
1A1011E73390D,0.8499155630320802,2,TRUE
1A354C8EC2D09,0.8767692493551459,2,TRUE
1A36913FD6DF4,0.23142326467989843,2,FALSE
1A4D8F524E13E,0.937318943389109,2,TRUE
1A75A7C06FFC8,0.2797980781454746,3,TRUE
1A83261C74B60,0.9662506067603607,2,TRUE
1B9057AA7272E,0.7327808353692028,2,TRUE
1B9A88BD4E4A4,0.9024211174197587,2,TRUE
1C289C4665FEF,0.9889163008130388,2,TRUE
1CB3F43EB9C0A,0.1806174254276595,2,FALSE
1D1FCA66AC663,0.9887573630324066,2,TRUE
1E33C144CFADF,0.16188131240244022,2,FALSE
1E350A151624F,0.27459413600124194,2,FALSE
1EB1087BA83C4,0.9977054744906113,2,TRUE
1F83DEEC83018,0.9008454202092533,2,TRUE
1FEFCCA2A7ED3,0.7482794182571719,2,TRUE
1VeXs57tr3E,0.19576668561963467,3,FALSE
1f8Uz4eSoCS,0.013867260949618852,4,FALSE
1hehEpVeS8P,0.7283828412714708,2,TRUE
1s7K1Aw7TsO,0.8497752663058562,2,TRUE
20A4F989FE225,0.8703174931654343,2,TRUE
212FA10C71F32,0.9451360257942208,2,TRUE
2179C71AB917A,0.8449798432757907,2,TRUE
21F4E97C59722,0.8637528013256797,2,TRUE
2240EAD1791B4,0.9229223626474993,2,TRUE
234312372D59C,0.9234327410677237,2,TRUE
238B8E9A232E1,0.9904994712858332,2,TRUE
23B1DFF9625F9,0.9963171407189233,2,TRUE
24361688584F7,0.998373535064343,2,TRUE
244D407FF6495,0.7381814040051544,2,TRUE
2465AE32A5B4C,0.9889261015241215,2,TRUE
2618661069EEA,0.12941555693565684,2,FALSE
265E855765495,0.9952131500603532,2,TRUE
26A2BF8614625,0.7616325105157842,2,TRUE
26CAF222DD691,0.7969152066476869,2,TRUE
26D84D16131D9,0.0992291247276959,2,FALSE
2707808D68713,0.9986086543092059,2,TRUE
27544122BD608,0.8926439141682599,2,TRUE
276FD251A00C0,0.848418380198775,2,TRUE
28B943398E95D,0.9513736105387518,2,TRUE
292193A83CFBA,0.8990190936025773,2,TRUE
29634AECC2ABE,0.8638231167067113,2,TRUE
297A87D24B43,0.9981346067038102,2,TRUE
2982C509B7D6A,0.48044601529171566,2,FALSE
2A3D5EC92043C,0.8643130719661206,2,TRUE
2A8C74881514B,0.5425700888553772,2,TRUE
2ACBF7D3C9408,0.5992447918870458,2,TRUE
2AEB0F42F8C3B,0.9965628553570244,2,TRUE
2B25804461F3B,0.5663148767741559,2,TRUE
2BFE7AD86D774,0.24912657467028831,2,FALSE
2C53584A8490D,0.9628823912682007,2,TRUE
2CAE95E65FE80,0.7894580690255036,2,TRUE
2CB52C55AFF9A,0.8645162521627378,2,TRUE
2CCFFAD41AD38,0.7686974028532448,2,TRUE
2CE33F2F2597E,0.9952134923570009,2,TRUE
2CFADB0EFAE5D,0.6372650534875516,2,TRUE
2D2A00720DC77,0.17209976431332993,2,FALSE
2D50DD6A8B928,0.7324967203030649,2,TRUE
2EAE7BA27D25,0.9418535731568715,2,TRUE
2EEFCE1CDD13C,0.28844434277983594,2,FALSE
2F0F05BC5CE1A,0.2294743630922142,2,FALSE
2F1ACD4D2ECA8,0.6113347415485135,2,TRUE
2F3ED3BF86736,0.9655239116879876,2,TRUE
2FD23D0BB32E,0.998373430688739,2,TRUE
2FD2B3BDFB264,0.09708552583253197,3,FALSE
2TlkJEtUPyR,0.9993311206341228,2,TRUE
300065652B692,0.5673106630725586,2,TRUE
307CBE2285682,0.9663281899200711,2,TRUE
308189E39BBE4,0.76346145747304,2,TRUE
30E122DAF5010,0.9527745728564236,2,TRUE
31D0DCEFA5BC2,0.739935718321389,2,TRUE
32BD065D477D3,0.9970906754720041,2,TRUE
32E336B421E41,0.8068394045567044,2,TRUE
32F05319AE306,0.9924863361309728,2,TRUE
343C853931097,0.9952111351683949,2,TRUE
3559109AF8C9B,0.9693697146774845,2,TRUE
35AE3D7A3718C,0.9454746133082327,2,TRUE
35F16BF5C2C04,0.995405232365908,2,TRUE
3639057F75FA,0.7380743335625964,2,TRUE
36D5474AEED91,0.9606793614754771,2,TRUE
36F14D676D659,0.44025086558934345,2,FALSE
37132960EAF4C,0.9889128845401971,2,TRUE
3831638022044,0.9567774693858166,2,TRUE
38B107F8FD86,0.9745761012560806,2,TRUE
39A64046B4E9,0.8473261533408659,2,TRUE
3B9FCEE6B5AE,0.9983730289515355,2,TRUE
3D22C441A817,0.9952096497221508,2,TRUE
3FC5D2EE31CA,0.9983739366767791,2,TRUE
3FzoAWxpyIN,0.999623357729997,2,TRUE
3IEjYufcJZd,0.601225736997452,2,TRUE
3J4EUxz5s5j,0.6983662947074174,2,TRUE
3KOQUwjQNBT,0.9594292859360938,2,TRUE
3vXWSuMnYz5,0.9858587831297924,2,TRUE
3wfPggGCHco,0.9965658993406832,2,TRUE
3wtEjoImcEt,0.8597054451209096,2,TRUE
429F202FDED,0.4321107135950367,3,TRUE
44gqh8BETZQ,0.9343609770436766,2,TRUE
4504253A3052,0.866961046175313,2,TRUE
4661D10E689B,0.5125114052054199,2,TRUE
47582SoqESA,0.7927272860518384,2,TRUE
4D38C15AAFB1,0.9918056357307203,2,TRUE
4EKGmTl7QZq,0.9789294256331244,2,TRUE
4Id1vZPf5UY,0.9218254321929154,2,TRUE
4wgSaQWMsjS,0.9738905666009972,2,TRUE
50jJ8RkBK16,0.47663849355436505,3,TRUE
54B2DB338FF0,0.9190415700712343,2,TRUE
5BsHj9vs6fO,0.8991099858417604,2,TRUE
5C2yQF478Rn,0.9990006826840739,2,TRUE
5TSdLCz0Xeh,0.9314295476617669,2,TRUE
5eECIr0w8GI,0.6734848861399644,2,TRUE
5eGeoHwqrLN,0.8944908827297829,2,TRUE
5efNwCpc1t2,0.9488116029768079,2,TRUE
5izPJV65GoX,0.596642565030793,2,TRUE
5kqyuBm2dfj,0.98599782052467,2,TRUE
64hkazHrdVs,0.9971895497480601,2,TRUE
6VZWManQdQF,0.96063450710351,2,TRUE
6bJ1lE5472g,0.14961681116197792,3,FALSE
6brLBX6zoug,0.9952486976058494,2,TRUE
6cCeuhM6CPW,0.9986369082838846,2,TRUE
6k7Xy7qBV6O,0.9728466928999026,2,TRUE
6krA32Ayv6A,0.9716917004120953,2,TRUE
6p4bV3FzuIe,6.386749668375442e-4,4,FALSE
6tddLnrU5q8,0.8840493605859888,2,TRUE
71QGhPWwBvE,0.7837366164139548,2,TRUE
71SGYLwvtii,0.32558744566126613,3,FALSE
76C86383AD85,0.6255050838447813,2,TRUE
7C69251F1E79,0.38114788267752214,2,FALSE
7CEDFB27DCA8,0.1009932654604697,2,FALSE
7K5oJhnmo64,0.9952088371170659,2,TRUE
7SaVazJU0Vf,0.9262223571496216,2,TRUE
7gJrBm5ZNzN,0.9854818247932231,2,TRUE
7juYqES9wNo,0.6217473994964856,2,TRUE
7rWsNr2uMfE,0.09308981829960349,3,FALSE
7xqmMCTuOSt,0.32954182896592504,4,TRUE
86DE9EA8DAE5,0.9952911579374212,2,TRUE
88160FB7E08F,0.9686471640057023,2,TRUE
8B8913799639,0.9242843669804923,2,TRUE
8C1140797474,0.9495664850742351,2,TRUE
8DzQmH58Nz0,0.8508428735836955,2,TRUE
8hJVLd8U9XG,0.8646432158027235,2,TRUE
906osSqbCsg,0.999460456774443,2,TRUE
94rTZzHnpXA,0.9755786038310821,2,TRUE
99738F134C9F,0.8591904343577297,2,TRUE
9WVQTzvSqAL,0.8297849453521466,2,TRUE
9edEgYcuSnH,0.9191415535432859,2,TRUE
9jVrWiYgvUG,0.8848518898391007,2,TRUE
9tcGNDQG5Kl,0.9655337738505826,2,TRUE
A4DC56F0B165,0.9409981499344178,2,TRUE
A63B6ED2E104,0.9889116649675366,2,TRUE
A6EA23E7A213,0.3182913799437945,2,FALSE
AG8HHw8G3Qd,0.9952114776084298,2,TRUE
AGbfF8OGPyi,0.865462336270222,2,TRUE
AhvfSyFIKA8,0.9136002990147677,3,TRUE
AyR8dikSA19,0.8331609347397426,2,TRUE
B041E0A1BB37,0.5662982430198729,2,TRUE
B2AQbOh8RsL,0.9191228620050494,2,TRUE
B5WDuxKr4g0,0.9332754529372026,2,TRUE
B5cjHTwdK70,0.9104647132916589,2,TRUE
B6AA0T0yhrj,0.991493503271389,2,TRUE
B6F8387AD834,0.9314426565915461,2,TRUE
BBEEDD975989,0.8537709094591335,2,TRUE
BsCvDFqYqTn,0.40210065469770634,2,FALSE
C1HJLOa00Cu,0.8262633117258663,2,TRUE
C217AB9B254C,0.5668297629884385,2,TRUE
CA00B3E798BC,0.375415653194365,3,TRUE
CBD3C0EF0AD8,0.8892717466366477,2,TRUE
CC4BCE51BD35,0.9082519804744266,2,TRUE
CNnmMhBKxHP,0.4259719943163931,3,TRUE
CNpgqhQUfXb,0.641764492204052,2,TRUE
CVIzPHCh5zk,0.8769446090073336,2,TRUE
CfnODOFw7zG,0.8391676925308874,2,TRUE
D09A8A32E119,0.8083649883108632,2,TRUE
D1D5E24BE768,0.8664388830886505,2,TRUE
D3MoOGa4t5K,0.2811782648792158,2,FALSE
D8DEB97F8347,0.26473401433893545,2,FALSE
D8d3YoLxjA7,0.8990903871351819,2,TRUE
D9F13CB1CD8E,0.9314951657005683,2,TRUE
D9OcBwY97dW,0.8908060589270155,2,TRUE
DIRtLZ6u3JE,0.9093689757641825,2,TRUE
DLzJ8phQnwT,0.8416630619335791,2,TRUE
DSmZF6Iny5P,0.9992761776788205,2,TRUE
DdEPMQbQqAU,0.9165265647392742,2,TRUE
DfafL2nVbTN,0.9381798888790829,2,TRUE
E2JyXJvd6Lr,0.6347589286888822,2,TRUE
ED7DA10C9AD4,0.932613715067162,2,TRUE
EOvGPPgfdjB,0.8855360725279866,2,TRUE
EWnoYeqBLxE,0.8990633088751416,2,TRUE
EnpLXZUsFms,0.9123351447485593,2,TRUE
EsI67RvEbif,0.2852701091805709,2,FALSE
F1Gyh2moGTd,0.947769916083407,2,TRUE
FF84B538A9D5,0.7434633824660446,2,TRUE
FK9Xe8RdDjm,0.23426645860028375,2,FALSE
FyFKoEGjykr,0.9989336424063933,2,TRUE
FyjEAh5yFGb,0.8325227741453084,2,TRUE
GT2coXJhgss,0.27801899765253946,3,FALSE
GVeWzliW8OZ,0.7856210001981934,2,TRUE
Ge22ZUD27k3,0.8066879536027339,2,TRUE
GsAt1UyGQ5e,0.9249754442858149,2,TRUE
Gvt1HTmOd94,0.97694632113147,2,TRUE
HZYxGFrJDhs,0.8795143241402855,2,TRUE
HxwGltN3SFs,0.9922791423126383,2,TRUE
IBnPAHPOtt3,0.831004514486766,2,TRUE
IDCcmhRfRO1,0.8340846466375309,2,TRUE
IEfTL1aPD6x,0.8297879541499033,2,TRUE
INsRyHBSwsD,0.7262460108901426,3,TRUE
IYEVNTaD82j,0.988929305037114,2,TRUE
IfFO7x0aMkQ,0.5098418087073024,2,TRUE
Ioc8iCiBZE7,0.9720695922034023,2,TRUE
Iw4bpXhlV1Q,0.3114741352486555,3,FALSE
JFV8W3zVYE2,0.04427313483551118,3,FALSE
JVRb7LRLGGU,0.14263789682563915,2,FALSE
JXCM1Pik2zD,0.9352419683218246,2,TRUE
JXKXuCF96gb,0.6120920112423143,2,TRUE
JeN6yT5nRJD,0.9906791725354115,2,TRUE
JqVtUiuihrr,0.9286485288299315,2,TRUE
K5chxslkYT6,0.8969331312303357,2,TRUE
K9wY5UxUq20,0.9803850877299358,2,TRUE
KJew1vrgVlo,0.8340815763112611,2,TRUE
KOKdocAsXgX,0.8572019408387557,2,TRUE
Kcb66paIuUy,0.0873781409365645,3,FALSE
Kd5fxpT8Sg2,0.875812152214307,2,TRUE
KoPewBmg1gV,0.8664750618651789,2,TRUE
KwKHQ9r9Qkr,0.21063064649273397,2,FALSE
Kz9PSSQ2o0b,0.9123962504045368,2,TRUE
LByw5upWssy,0.8949383978734597,2,TRUE
LOFWHntbFLE,0.965681871420572,2,TRUE
LVjDs2QNQcL,0.7953818741394068,2,TRUE
LYMxiAdQSfe,0.9992349467599185,2,TRUE
Lbv3MZHUMdr,0.9664073266287856,2,TRUE
LuTaxNtYW4L,0.9792570120970974,2,TRUE
LyXG8pkNYiL,0.883648028582033,2,TRUE
M3RaCR8gHKw,0.9819487900011816,2,TRUE
MMr0CLrpawq,0.7275411256286066,2,TRUE
MecfqxfeueI,0.9190860794145185,2,TRUE
Mnx9d5co3cQ,0.21139315236585615,2,FALSE
N2BPkFYF3qG,0.9946151788275053,2,TRUE
N6EE8m7s7hR,0.8068181878704918,2,TRUE
NBXMhMGBAhS,0.9590391209516281,2,TRUE
NQrfvHO8Fit,0.995246438977907,2,TRUE
NRUcXGUsWTp,0.8990298558389329,2,TRUE
NRpJVvee1FO,0.7531522766866593,2,TRUE
NboaQYkFA95,0.52183068563046,3,TRUE
NnnMWht6G01,0.7928786883721017,2,TRUE
Ny0ZKov4ktF,0.8815999077113741,2,TRUE
OALTVbPMHet,0.8989253486221439,2,TRUE
OK6zlhNrj1TfY,0.4889053061845981,3,FALSE
OZgsI6SoIVQ,0.8051888978329682,2,TRUE
Oc5OmxTlLZA,0.37950860603072345,3,FALSE
OeaWwDv1Ckn,0.9886605073230952,2,TRUE
PBNotiHs4O7,0.9948292383958339,2,TRUE
PFW4NqtISSn,0.9565153297339601,2,TRUE
PMud2y1QPrR,0.9912228655548141,2,TRUE
PNnL9pxcKZi,0.9274937848263943,2,TRUE
PP20oj962q9,0.9939087532800431,2,TRUE
PVx8HYOnPQR,0.5390005323077255,2,TRUE
Pr1a061NXSl,0.7311822132602126,2,TRUE
PspDwhvKlMp,0.7930377150170135,2,TRUE
PzdMMwc3iOd,0.5022340142229998,2,TRUE
Q2BPo5aItRD,0.8692778442437488,2,TRUE
Q5bvjQCDKU8,0.8388601213655481,2,TRUE
QTr4jrymwJi,0.9440195989614093,2,TRUE
QTsOPXQAUnZ,0.7955217472096029,2,TRUE
QtcDCc03g9C,0.9952152198002687,2,TRUE
RIZX5CaMn0X,0.8918542122673834,2,TRUE
RV40lmIWobl,0.24937674882049335,3,FALSE
RgQOunAO6QS,0.4141508283329276,3,FALSE
RwlDo6ioFLo,0.9995828051439358,2,TRUE
SRai400qtLt,0.8537048860221913,2,TRUE
SUutMtKqn6e,0.27840857372764916,2,FALSE
SX8Gc9qKlz4,0.8868693514283089,2,TRUE
SZk9P7Jr7GO,0.8299805801176332,2,TRUE
SerAudPw4eA,0.8325227741453083,2,TRUE
SjySQNHIn6a,0.880928923298294,2,TRUE
T05rXshBb28,0.9980894598489183,2,TRUE
T0M5pe2lrdw,0.9688961035825662,2,TRUE
T6TJP1u2yHU,0.8939589075550928,2,TRUE
TKUWCfbwvlB,0.732867427259395,2,TRUE
TVTic2SV3tE,0.7706994462614926,2,TRUE
Tthh7ar4fg7,0.8930295165157885,2,TRUE
U5j3sLwMXWn,0.7562498275127224,2,TRUE
U68sMz1C4p3,0.5422289818148026,2,TRUE
U8fGzPz7Z6k,0.22185786287632037,2,FALSE
UAFVBIG2UTW,0.8297192651726699,2,TRUE
UBMmOfTPdPo,0.9952125572246033,2,TRUE
UIq3ktJPFaQ,0.9772357810272723,2,TRUE
UVb47KmcQkv,0.9810401507638711,2,TRUE
UYYQtfmsMcw,0.9612887941721002,2,TRUE
V5QVyab8VwW,0.9905106358400048,2,TRUE
VD4ltpCTzic,0.9663166565394812,2,TRUE
VEsmBRtmZCR,0.9201886592711993,2,TRUE
VNBd8787dj1,0.8092071668530276,2,TRUE
Vj3TW8P0khm,0.14447755399229978,2,FALSE
VmzvX8ceQ8Q,0.25583261467656404,2,FALSE
Vpn8lQ2Nrzc,0.9502983419773092,2,TRUE
WIVGhLZRnkQ,0.8770023813045802,2,TRUE
WL8DcEtIvlT,0.8806174393203374,2,TRUE
WRKNf8ZjvBb,0.7536448782785627,2,TRUE
WVDnIH7Aswo,0.7733202098098776,2,TRUE
WbicFFS4n8T,0.5770910057323723,2,TRUE
We5YZn5uwbD,0.9243635912084398,2,TRUE
Wusv5bB74YJ,0.6417783228061247,2,TRUE
Ww0Yz84Bclf,0.8400985850478047,2,TRUE
X1yDHhUSfi6,0.7506634345711855,2,TRUE
XDT3LEey95uWK,0.383709863724458,2,FALSE
XHKlvYbHtwk,0.8475271300426186,2,TRUE
XUI9XMvrCqK,0.7671835524326551,2,TRUE
XacM9fQTXUB,0.6703041747333338,2,TRUE
XafOoloPvp6,0.8998224867474606,2,TRUE
XepjCoR5KxC,0.9274590149936986,2,TRUE
XfgXWmjBvmh,0.9056299481014373,2,TRUE
XlFIeWgj2HC,0.954899653685983,2,TRUE
Xtmu8vhYfNu,0.33251165013008105,3,FALSE
XyE8aSsyJEY,0.11833319855664633,3,FALSE
Xz557722OWa,0.9190821318014966,2,TRUE
XzUltxw7Hto,0.19704035846531856,4,FALSE
Y8ZqJpU7NHz,0.7927378470530863,2,TRUE
YIr2T2bHSqC,0.9104205828213942,2,TRUE
YRQDl1fyI3Y,0.8417702686399701,2,TRUE
YV20bXKpBut,0.9606653840882242,2,TRUE
YWCVVTYk9hC,0.8341472496264543,2,TRUE
YYGYSsDdLzp,0.9889209347420864,2,TRUE
Z7Pjlsm76lp,0.845002830708016,2,TRUE
ZDvT92948Of,0.7898834741420034,2,TRUE
ZHA98qcZiBV,0.68653610520363,2,TRUE
ZHtSND3VLYvCU,0.8434260542754112,2,TRUE
ZT3rCbWZFoj,0.9889135892499503,2,TRUE
ZUHv74O0F56,0.7876309170275205,2,TRUE
ZYoIP9S68Oy,0.96631442823386,2,TRUE
ZZXRw7Mpvaw,0.9710361860952548,2,TRUE
ZmSFuzhV8JO,0.395388559441193,2,FALSE
ZotnxWTWeeT,0.8654796333912275,2,TRUE
Zw2Pm2arH3s,0.9317952114650792,2,TRUE
ZzBqJmJUAuS,0.9392433548562642,2,TRUE
aB3T6m7g8jl,0.4874947903084216,3,TRUE
aW8jDx00lZS,0.9887729719251911,2,TRUE
aYcHw93TT0U,0.7029369808532856,3,TRUE
ae05hoMx29x,0.9259589426756913,2,TRUE
amEQySCIP9c,0.42901256426071294,3,FALSE
artNSQxmEQs,0.19320710889172923,2,FALSE
azrPFZhxVmY,0.9917604047784272,2,TRUE
b8bPejrlb2F,0.6908971300855342,2,TRUE
bJRMlwrwy4X,0.9383986966644275,2,TRUE
bRbbED5Zy1U,0.9562160263970324,2,TRUE
bzUeiEMf2YD,0.9978778216358984,2,TRUE
c1FKebsxP3x,0.9638561432296229,2,TRUE
c5Br3ZBEIA8,0.48208404550773404,3,TRUE
cMemp8szGDo,0.8642496782255232,2,TRUE
ciLKRuJnTZ7,0.9246456317658748,2,TRUE
ciqPU47mriB,0.9451288306552015,2,TRUE
dANorolq8sx,0.8503709689265021,3,TRUE
dAw39S57nwJ,0.8096929568538567,2,TRUE
dXGhbXAHu2Z,0.6224829421200055,2,TRUE
dq5cqYnPAHG,0.966821076401637,2,TRUE
eFsMopihgFn,0.8642786959857847,2,TRUE
eLG4axlk690,0.9989328279957098,2,TRUE
eVEutaJqdRY,0.1718013725323243,2,FALSE
efUHoMQePJs,0.6831764034333686,3,TRUE
esGoKHohxXN,0.9983742215652928,2,TRUE
f2SMf8lSKFG,0.5530813286698001,2,TRUE
f9aCSUv8KS7,0.4346564968071579,3,TRUE
feHp8rdEgUv,0.3725887615125037,2,FALSE
fkNLa7WdwEG,0.7470611252586007,2,TRUE
fxqSR6uNiwx,0.16813915544664584,3,FALSE
g5BsNwswrlb,0.9992125470700391,2,TRUE
gAEbRi8GZeG,0.7955399098117512,2,TRUE
gAIsnx0PPlM,0.982949888731761,2,TRUE
gIczTK4wwFB,0.5490844702349705,2,TRUE
gQPSzqoQxxM,0.9775277740577307,2,TRUE
gRK8RJZNTNb,0.7989412514499036,2,TRUE
gXayv0MkuGO,0.8359768592123417,2,TRUE
gwdJN20aioB,0.3617741134944063,3,TRUE
hqb4jSBMzY6,0.9914914167812506,2,TRUE
i82VdkPSru5,0.8761748683253286,2,TRUE
iI4ueCoH4l1,0.8370694316298471,2,TRUE
iPr3JCevVfr,0.8044140810234266,2,TRUE
ik3ZtOkYzgt,0.9495090640976429,2,TRUE
iuh5E8zSwrH,0.881513651686346,2,TRUE
j1ZbEpXKk8O,0.0824072678066882,3,FALSE
j6iZrUt6slG,0.7651645171156156,2,TRUE
jDxBL4i13cf,0.7765531214295426,2,TRUE
jNe8QfNfZa8,0.9963319988426069,2,TRUE
jSxAmV4H3z4,0.9210704628452866,2,TRUE
jTEXfuXzwl6,0.9157171917160136,2,TRUE
jaBJT6twaeS,0.9618948209537338,2,TRUE
javG6YD4wJu,0.9588958861472567,2,TRUE
jku0WjijdRb,0.7624755173552029,2,TRUE
jtbUuQZugjs,0.9963305805049872,2,TRUE
k81PwWHviSf,0.35591188301963145,2,FALSE
kNVJli5k3fK,0.6954054641180597,3,TRUE
klHeNuI7gWY,0.9860928812342777,2,TRUE
kpRR3Jc3yNu,0.9833099769568645,2,TRUE
kv0RnJwHneX,0.8297747962881467,2,TRUE
kvcIAH54bPU,0.9204329226112892,2,TRUE
kvvlfYdqCRx,0.9549816880489596,2,TRUE
l5whH2qbOZR,0.7909472885028923,2,TRUE
lEpbozZmXpS,0.7140719748617574,2,TRUE
lmyfhzCtgoX,0.5756950173986941,2,TRUE
luzzLo1Kdet,0.9374770574028498,2,TRUE
lxx6AzUoBLe,0.3088182780227976,3,FALSE
mHKsXTScVz9,0.8925222765549145,2,TRUE
mN6MG4940Hm,0.8455717408032307,2,TRUE
mSygFoJCfiL,0.9939434870942915,2,TRUE
mVGCUDPgbbJ,0.7701308264553969,2,TRUE
mabIg3xYLRi,0.2476453146625459,2,FALSE
mmMC0duvJrm,0.03338164909268286,3,FALSE
n0lnrsX8Dlz,0.7730101107016555,2,TRUE
nHk8YfyjZOb,0.9714266713250621,2,TRUE
nIbKPuJRPsf,0.8269531656941088,2,TRUE
nWdDIJfCdYp,0.8800353709630713,2,TRUE
nWtnMj1pII8,0.9129245215261447,2,TRUE
nXbIHrsYRl0,0.5493135673378285,2,TRUE
nfN30Lyx7rE,0.8591652832205322,2,TRUE
ni2USLTk5ur,0.9979560447849759,2,TRUE
nqNaVg7Vns9,0.30190095870370887,3,FALSE
o3jOUTtqGGh,0.21322056317539798,3,FALSE
oBccQYL7exn,0.7245490586227283,3,TRUE
oG3PYMmQBa6,0.3341295775383397,2,FALSE
oPUzkZMQ1QL,0.9878703961811874,2,TRUE
oV1gCmSmbza,0.178829396145141,2,FALSE
oa58fqXI42W,0.6741255182198062,2,TRUE
oyjzvsA68Wp,0.9689999993939815,2,TRUE
p58dAukvkn5,0.8455792842085278,2,TRUE
pLUjsYSuRH5,0.998373535064343,2,TRUE
q4hx22rdp7j,0.936780558760923,2,TRUE
q6KEbDkJG8f,0.9437414066120514,2,TRUE
qHc77QU0kUg,0.9091754153784202,2,TRUE
qKBRnnnnY8X,0.3841694776052719,3,TRUE
qMnW8PUpcvy,0.952685526421797,2,TRUE
qQtxhMVfwC1,0.02768454929812869,4,FALSE
qeADLK8lBic,0.9917113027215186,2,TRUE
qrLCpcim9xR,0.9549929589249299,2,TRUE
rVcdJQlzU2x,0.5980116480790422,2,TRUE
rhtA8P4r8Bi,0.792053327103721,2,TRUE
ri9ov1PIwIz,0.9196442151465242,2,TRUE
sX2D2RkKbN1,0.5192975000714766,2,TRUE
sc3KwfZ6OCQ,0.16129179644150557,2,FALSE
sfSvRlhJpcP,0.9880737697517102,2,TRUE
tYhMoTXq2Rf,0.9952174760506382,2,TRUE
taOr24Qh2JU,0.9208241523290942,2,TRUE
txfhAKJDcCS,0.9082230142692179,2,TRUE
uTKJ0RE56Oz,0.9989208477050027,2,TRUE
uaX4QBhxvhT,0.8881808247061433,2,TRUE
udTxk11K9aG,0.9889152700018701,2,TRUE
uv5eVCLL4p5,0.8242844536494077,2,TRUE
v2YJ3fmyg9G,0.7650087719753983,2,TRUE
v4bkS83oHUx,0.7738857228981375,3,TRUE
v5VYseTlyp3,0.626988498199535,3,TRUE
v68NyUY1Hep,0.9069440299976083,2,TRUE
vLQAgEkU9AF,0.7674229492514114,2,TRUE
vnSnCC7bRwQ,0.9781710890671707,2,TRUE
vqXReiGfhpu,0.5530090568111318,2,TRUE
vucq1fhy26h,0.9652520729659959,2,TRUE
w2i2cC7JJud,0.3916944051559645,3,FALSE
w497vnEPqSv,0.9753636259893671,2,TRUE
w8QubzxQIRW,0.9959035387384949,2,TRUE
wNnc5hS5kpf,0.9299717618152469,2,TRUE
wUs8H0eXIV9,0.24819582336347112,2,FALSE
wzyyZnJozwi,0.9190647537649623,2,TRUE
xr3nL98ZKkE,0.9856993647388063,2,TRUE
xxrqvNt2pAQ,0.3481201403315324,2,FALSE
y2ECFWHReVY,0.7876180128054502,2,TRUE
yAy3TZDgssO,0.9889224261263752,2,TRUE
yFV621vyrV1,0.9993467474120574,2,TRUE
yGUaIObJwQI,0.9454368742674315,2,TRUE
yMWeAfKiQHJ,0.5890064199361362,2,TRUE
ykmem0XHFL0,0.9640817721838025,2,TRUE
z6Qm71g8VVJ,0.9229280982759164,2,TRUE
zAO0PdGqrw6,0.5593089989097623,3,TRUE
zBMom7USnq8,0.8228290738158566,2,TRUE
zFOIX2b8w9F,0.6309019415030505,3,TRUE
zIL2tXiCi0I,0.3171365566129721,3,FALSE
zkKgtZLYkyo,0.8643290359518329,2,TRUE
zxO0vr2H2RY,0.8340842503366506,2,TRUE
