id,doc,chain,sourceLink,token,gapWords,roleType,charCount,tokenCount,gapUnits,kind,endNote,lit,POS_dft,wordWylie,word,tokenOrderFirst,tokenOrderLast,docTokenSeqFirst,docTokenSeqLast,chainCreateSeq,name,trailLayer,chainSize,entityType,layer,unitSeqFirst,unitSeqLast,treeEntry,combinedChunk,TextNoTsheg,TextNoCase,case,yang,ni,possessor,person,id_lower,doc_lower,unitStart,unitEnd,pID,inClique,srtLineStart,srtLineBo,iuEnd,iuStart,srtLineEn,iu,srtLineID,iuText,speaker,srtLineEnd,word_lower,wordWylie_lower,docTokenSeqFirst_lower,docTokenSeqLast_lower,reflexive,pronType,definite,identifiable,semrole,lexicality,referential,unitLastWord,treeParent,verbID,verbWord,lemma,suffix,force,evidMod,TA,subord,verbTokenSeqFirst,noPrevMentions,noPrevZero,noNextMentions,noNextZero,allPrevMentions,allPrevZero,allNextMentions,allNextZero,noPrevMentionsFar,noPrevZeroFar,noNextMentionsFar,noNextZeroFar,bridge,haveBridges,local,argOrder,noArgs,argBack,justFirst,justLast,interrog,argType,topic,animate,self,addressee,length,pronom,argTypeNew
bY7jF9uD0uk,dramatroupe-script-8421,LmL8BSWIb2s,,hjW1lIrYvI0,N/A,S,15,2,N/A,,,,,lhan rgyas  gang ga ,ལྷན་རྒྱས་ གང་ག་,1,2,6,7,16,lhan rgyas,refexpr,20,person,refexpr,2,2,n1QXq8tvubN,,ལྷན་རྒྱས་ གང་ག,ལྷན་རྒྱས་གང་ག,NA,,,FALSE,3,WTsNCk29aMC,dramatroupe-script-8421,4.182,7.168,NA,NA,,,7.168,4.182,,2,,ལྷན་རྒྱས་གང་ག་ཆིབས་བསྒྱུར་གནང་རོགས་ཞེས་ཞུས་བྱས་ནའི་,ང་,,ལྷན་རྒྱས་ གང་ག་ ཆིབས་བསྒྱུར་ གནང་ རོགས་ ཞེས་ ཞུས་ བྱས་ ན འི་,lhan rgyas  gang ga  chibs bsgyur  gnang  rogs  zhes  zhus  byas  na 'i ,6,15,N,nonPron,d,2,theme,l,R,ལྷན་རྒྱས་ གང་ག་ ཆིབས་བསྒྱུར་ གནང་ རོགས་ ཞེས་ ཞུས་ བྱས་ ན འི་,xH6GqHLWVal,artNSQxmEQs,གནང་ རོགས་ ཞེས་,གནང,རོགས་ ཞེས,Q?,None,Neutral,NA,9,0,0,0,0,0,0,14,0,0,0,2.70805020110221,0,0,0,1,2,2,1,0,0,0,S,0,1,0,1,1.6094379124341003,0,Base
yBYnmc64ENfk1,dramatroupe-script-8421,mUC4KnFClNA,707FNc9aG18,RT7d60chvjOIx,17,P,19,2,5,,,,,gtam  zlos gar  thung ,གཏམ་བརྗོད་ ཟློས་གར་ ཐུང་འདྲས་,1,2,169,171,13,'khrab gzhung,refexpr,26,thing,refexpr,42,43,X6DWH0qY5PQ,combined,གཏམ་བརྗོད་ ཟློས་གར་ ཐུང་འདྲས,གཏམ་བརྗོད་ཟློས་གར་ཐུང་འདྲས,NA,,,FALSE,3,tvrkaFAGyc5,dramatroupe-script-8421,64.0,64.638,NA,NA,,,64.638,64.0,,43,,ཐུང་འདྲས་#,ཀ་,,ཐུང་འདྲས་ #,thung  [#],171,172,N,nonPron,na,2,theme,l,R,ཐུང་འདྲས་ #,vsTsLRw6pHb,U8fGzPz7Z6k,བརྩམས་ གནང་ བཞག,བརྩམས,གནང་ བཞག,Ind,Inf,Neutral,NA,185,1.0986122886681098,0.6931471805599453,0.6931471805599453,0.6931471805599453,9,1,11,1,2.0794415416798357,0,2.3978952727983707,0,0,0,0,1,2,2,0,0.6931471805599453,0,P,1,0,0,0,1.6094379124341003,0,P
LpAX50u3UIR9E,dramatroupe-script-8421,4dDRQX94SJZ,jhPNhZVph7e,t0U8Z4nJfIdH7,N/A,A,27,7,N/A,,,,,nga  rnam  tsho 'i  tshogs pa 'i   [###] nyi ma  dgra 'dul  lags  kyis ,ང་ རྣམ་ ཚོ འི་ ཚོགས་པ འི་ / ### ཉི་མ་ དགྲ་འདུལ་ ལགས་ ཀྱིས་,1,7,173,184,23,nyi ma dgra 'dul (the writer),refexpr,14,person,refexpr,44,46,JhxOsqeTaPR,combined,ང་ རྣམ་ ཚོ འི་ ཚོགས་པ འི་ / ### ཉི་མ་ དགྲ་འདུལ་ ལགས་ ཀྱིས,ང་རྣམ་ཚོའི་ཚོགས་པའི་/###ཉི་མ་དགྲ་འདུལ་ལགས,ཀྱིས,,,FALSE,3,u5xtCMqwZOd,dramatroupe-script-8421,67.481,69.526,NA,NA,,,69.526,67.481,,46,,ཉི་མ་དགྲ་འདུལ་ལགས་ཀྱི་བརྩམས་གནང་བཞག,ཀ་,,ཉི་མ་ དགྲ་འདུལ་ ལགས་ ཀྱིས་ བརྩམས་ གནང་ བཞག,nyi ma  dgra 'dul  lags  kyis  brtsams  gnang  bzhag,181,187,N,nonPron,d,2,agent,l,R,ཉི་མ་ དགྲ་འདུལ་ ལགས་ ཀྱིས་ བརྩམས་ གནང་ བཞག,vsTsLRw6pHb,U8fGzPz7Z6k,བརྩམས་ གནང་ བཞག,བརྩམས,གནང་ བཞག,Ind,Inf,Neutral,NA,185,1.0986122886681098,0,1.0986122886681098,0,2,0,13,0,0,0,2.4849066497880004,0,0,0,0,2,2,1,0,0,0,A,0,1,0,0,2.70805020110221,0,Base
jkeUltcturx,dramatroupe-script-8421,O6BddLEZc7Z,,juYC0yJJMBN,N/A,P,22,3,N/A,,,,,nang don  rdog rdog  de ,ནང་དོན་ རྡོག་རྡོག་ དེ་,1,3,344,346,46,nang don rdog rdog,refexpr,1,abstract,refexpr,93,93,JaLaNwpJsJA,,ནང་དོན་ རྡོག་རྡོག་ དེ,ནང་དོན་རྡོག་རྡོག་དེ,NA,,,FALSE,3,3dRQR3z60hE,dramatroupe-script-8421,122.929,123.959,NA,NA,,,123.959,122.929,,93,,ནང་དོན་རྡོག་རྡོག་དེ་,ཀ་,,ནང་དོན་ རྡོག་རྡོག་ དེ་,nang don  rdog rdog  de ,344,346,N,nonPron,d,2,theme,l,R,ནང་དོན་ རྡོག་རྡོག་ དེ་,EjnruloSEPC,FK9Xe8RdDjm,ཞུས་ ཀྱི་ ཡིན,ཞུས,ཀྱི་ ཡིན,Ind,Ego,Fut,NA,353,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,0,0,0,P,1,0,0,0,1.791759469228055,0,P
aPyb0Ipl5Mj,dramatroupe-script-8421,WUwiH1pnWlU,sWigUiawSxX,n3Xk2uPMi3v,14,A,4,2,2,,,,,nga sa ,ང ས་,4,5,350,351,14,rgan dbang 'dus lags (ka),refexpr,11,person,refexpr,94,94,u8caNNUzNl0,,ང ས,ང,ས,,,FALSE,1,ncbzK6bs3Ri,dramatroupe-script-8421,124.217,126.059,NA,NA,,,126.059,124.217,,94,,མར་ཨ་ལེར་ངས་གསལ་བཤད་ཞུས་ཀྱི་ཡིན། ,ཀ་,,མར་ ཨ་ལེ ར་ ང ས་ གསལ་བཤད་ ཞུས་ ཀྱི་ ཡིན །,mar  a le ra  nga sa  gsal bshad  zhus  kyi  yin /,347,356,N,pers,d,2,agent,p,R,མར་ ཨ་ལེ ར་ ང ས་ གསལ་བཤད་ ཞུས་ ཀྱི་ ཡིན །,EjnruloSEPC,FK9Xe8RdDjm,ཞུས་ ཀྱི་ ཡིན,ཞུས,ཀྱི་ ཡིན,Ind,Ego,Fut,NA,353,0.6931471805599453,0.6931471805599453,0,0.6931471805599453,3,1,3,1,1.0986122886681098,0,1.3862943611198906,0,0,0,1,2,2,1,0,0,0,A,0,1,1,0,1.0986122886681098,1,Base
365yxSpbdfn,dramatroupe-script-8421,7zGVVgJgGDN,,0Bj0pnazuyV,10,STIM,8,1,1,,,,,de 'dras ,དེ་འདྲས་,2,2,2060,2060,103,pa sangs kyis rogs pa byas pa,refexpr,5,event,refexpr,417,417,na38Jj3yUVz,,དེ་འདྲས,དེ་འདྲས,NA,,,FALSE,3,xseuspYpzaw,dramatroupe-script-8421,536.81,538.512,NA,NA,,,538.512,536.81,,417,,ལྟ་དེ་འདྲས་ཁྱེད་རང་_uh_,ཀ་,,ལྟ་ དེ་འདྲས་ ཁྱེད་ རང་ _uh_,lta  de 'dras  khyed  rang  [_uh_],2059,2063,N,dem,na,2,stimulus,p,R,ལྟ་ དེ་འདྲས་ ཁྱེད་ རང་ _uh_,7SCv5gJCMe5,sc3KwfZ6OCQ,ཡིད་ མ་ ཆེས་པ་ དང་,ཡིད,མ་ ཆེས་ པ་ དང,Imp,None,Neutral,Conv,2064,1.3862943611198906,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,P,1,0,0,0,1.0986122886681098,1,P
XEulSGGSbq5,dramatroupe-script-8421,Mlwlm8n3jEZ,fHW9TNocptk,Zn9yipcfdGd,29,EXP,9,2,4,,,,,khyed  rang ,ཁྱེད་ རང་,3,4,2061,2062,38,tshong pa a cag,refexpr,17,person,refexpr,417,417,vg9aQJkE78K,,ཁྱེད་ རང,ཁྱེད་རང,NA,,,FALSE,2,xseuspYpzaw,dramatroupe-script-8421,536.81,538.512,NA,NA,,,538.512,536.81,,417,,ལྟ་དེ་འདྲས་ཁྱེད་རང་_uh_,ཀ་,,ལྟ་ དེ་འདྲས་ ཁྱེད་ རང་ _uh_,lta  de 'dras  khyed  rang  [_uh_],2059,2063,N,pers,d,2,experiencer,p,R,ལྟ་ དེ་འདྲས་ ཁྱེད་ རང་ _uh_,7SCv5gJCMe5,sc3KwfZ6OCQ,ཡིད་ མ་ ཆེས་པ་ དང་,ཡིད,མ་ ཆེས་ པ་ དང,Imp,None,Neutral,Conv,2064,0.6931471805599453,0,1.0986122886681098,0,8,5,2,5,2.0794415416798357,5,0,5,1,1,1,2,2,1,0,0,0,A,0,1,0,1,1.0986122886681098,1,Base
caPe257n2az,dramatroupe-script-8421,4dDRQX94SJZ,wniiItMRCgo,DGcBfrCfJUT,9,R,3,1,2,,,,,phar ,ཕར་,1,1,3823,3823,23,nyi ma dgra 'dul (the writer),refexpr,14,person,refexpr,800,800,fOKwRzCEpcH,,ཕར,ཕར,NA,,,FALSE,3,m4W1nhCJNkX,dramatroupe-script-8421,1020.653,1021.241,NA,NA,,,1021.241,1020.653,,800,,ཕར་འདི་འདྲས་གཅིག་,ཆ་,,ཕར་ འདི་འདྲས་ གཅིག་,phar  'di 'dras  gcig ,3823,3825,N,dem,d,2,NA,p,R,ཕར་ འདི་འདྲས་ གཅིག་,1KjfqQaOQbH,j1ZbEpXKk8O,གནང་ ན་,གནང,ན,Ind,None,Neutral,Cond,3830,0.6931471805599453,0,0.6931471805599453,0,10,0,4,0,2.302585092994046,0,1.3862943611198906,0,0,0,0,1,3,3,0,0,0,R,0,1,0,0,0.6931471805599453,1,R
VkYPXYGC4L0,dramatroupe-script-8421,WUwiH1pnWlU,nc8jZ3JLhxN,v20kInqpOgS,13,A,15,3,3,,,,,rgan  lags  kyis ,རྒན་ ལགས་ ཀྱིས་,1,3,3826,3828,14,rgan dbang 'dus lags (ka),refexpr,11,person,refexpr,801,801,zYj1kXQiaF5,,རྒན་ ལགས་ ཀྱིས,རྒན་ལགས,ཀྱིས,,,FALSE,2,NJ2pjgcwiiN,dramatroupe-script-8421,1021.586,1022.669,NA,NA,,,1022.669,1021.586,,801,,རྒན་ལགས་ཀྱི་འདི་གནང་ན་,ཆ་,,རྒན་ ལགས་ ཀྱིས་ འདི་ གནང་ ན་,rgan  lags  kyis  'di  gnang  na ,3826,3831,N,nonPron,na,2,agent,l,R,རྒན་ ལགས་ ཀྱིས་ འདི་ གནང་ ན་,1KjfqQaOQbH,j1ZbEpXKk8O,གནང་ ན་,གནང,ན,Ind,None,Neutral,Cond,3830,0,0.6931471805599453,0,0.6931471805599453,4,3,2,3,1.6094379124341003,2,1.0986122886681098,2,1,1,1,2,3,2,0,0,0,A,0,1,0,1,1.3862943611198906,0,Base
Lv7ZbMx5yuc,dramatroupe-script-8421,dGoG5yZl4ay,,keZ8vWoqcbK,11,P,4,1,2,,,,,'di ,འདི་,4,4,3829,3829,207,relay opinions to the writer,refexpr,3,event,refexpr,801,801,kJN85w1gfxn,,འདི,འདི,NA,,,FALSE,3,NJ2pjgcwiiN,dramatroupe-script-8421,1021.586,1022.669,NA,NA,,,1022.669,1021.586,,801,,རྒན་ལགས་ཀྱི་འདི་གནང་ན་,ཆ་,,རྒན་ ལགས་ ཀྱིས་ འདི་ གནང་ ན་,rgan  lags  kyis  'di  gnang  na ,3826,3831,N,dem,d,2,theme,p,R,རྒན་ ལགས་ ཀྱིས་ འདི་ གནང་ ན་,1KjfqQaOQbH,j1ZbEpXKk8O,གནང་ ན་,གནང,ན,Ind,None,Neutral,Cond,3830,1.0986122886681098,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,P,0,0,0,0,0.6931471805599453,1,P
P7DUE56jgxWRh,dramatroupe-script-8421,dDmN7KuGVJm,t0FvlgBvRP4,HzDNXxIplVbPK,419,P,23,6,84,,,,,khyed  rnam  tsho 'i  gi   dgongs 'char  'di  gas ,ཁྱེད་ རྣམ་ ཚོ འི་ གི་ / དགོངས་འཆར་ འདི་ གས་,1,6,4051,4059,19,dgongs 'char,refexpr,11,abstract,refexpr,855,856,jRd2K45HgXb,combined,ཁྱེད་ རྣམ་ ཚོ འི་ གི་ / དགོངས་འཆར་ འདི་ གས,ཁྱེད་རྣམ་ཚོའི་གི་/དགོངས་འཆར་འདི་གས,NA,,,FALSE,3,sylElH5ucxI,dramatroupe-script-8421,1083.777,1084.683,NA,NA,,,1084.683,1083.777,,856,,དགོངས་འཆར་འདི་གས་ངས་,ཀ་,,དགོངས་འཆར་ འདི་ གས་ ང ས་,dgongs 'char  'di  gas  nga sa ,4057,4061,N,nonPron,d,2,theme,l,R,དགོངས་འཆར་ འདི་ གས་ ང ས་,FEOVXzabdqz,JFV8W3zVYE2,ཞུས,ཞུས,,Ind,None,Neutral,NA,4068,0.6931471805599453,0,1.3862943611198906,0,7,0,4,0,1.9459101490553132,0,0.6931471805599453,0,0,0,0,1,3,3,0,0,0,P,1,0,0,0,2.302585092994046,0,P
vDRc8kkC7Od,dramatroupe-script-8421,WUwiH1pnWlU,0l6FV9VOVdN,1DQQvO4NEhM,11,A,4,2,2,,,,,nga sa ,ང ས་,4,5,4060,4061,14,rgan dbang 'dus lags (ka),refexpr,11,person,refexpr,856,856,OKQ7EpZEM5K,,ང ས,ང,ས,,,FALSE,1,sylElH5ucxI,dramatroupe-script-8421,1083.777,1084.683,NA,NA,,,1084.683,1083.777,,856,,དགོངས་འཆར་འདི་གས་ངས་,ཀ་,,དགོངས་འཆར་ འདི་ གས་ ང ས་,dgongs 'char  'di  gas  nga sa ,4057,4061,N,pers,d,2,agent,p,R,དགོངས་འཆར་ འདི་ གས་ ང ས་,FEOVXzabdqz,JFV8W3zVYE2,ཞུས,ཞུས,,Ind,None,Neutral,NA,4068,0.6931471805599453,0,0,0,6,3,0,3,1.791759469228055,3,0,3,2,1,1,2,3,2,0,0,0,A,0,1,1,0,1.0986122886681098,1,Base
4QFKrMCwhXJ,dramatroupe-script-8421,4dDRQX94SJZ,uV9mdmozJEc,liyutG6zVSt,108,R,10,3,27,,,,,khong  la  ya ,ཁོང་ ལ་ ཡ་,1,3,4062,4064,23,nyi ma dgra 'dul (the writer),refexpr,14,person,refexpr,857,857,guXJxYhGDU9,,ཁོང་ ལ་ ཡ,ཁོང་ལ་ཡ,NA,,,FALSE,3,HMDzTa4Qrke,dramatroupe-script-8421,1085.239,1086.49,NA,NA,,,1086.49,1085.239,,857,,ཁོང་ལ་ཡ་_H_,ཀ་,,ཁོང་ ལ་ ཡ་ _H_,khong  la  ya  [_H_],4062,4065,N,pers,d,2,NA,p,R,ཁོང་ ལ་ ཡ་ _H_,FEOVXzabdqz,JFV8W3zVYE2,ཞུས,ཞུས,,Ind,None,Neutral,NA,4068,0,0,0.6931471805599453,0,12,1,2,1,2.5649493574615367,1,0.6931471805599453,1,0,0,0,3,3,1,0,0,0,R,0,1,0,0,1.3862943611198906,1,R
243F2C438BA70,three-dadronmum-2537,622F6393B6ED,2B9AA7C19B359,E142442AD68,13,P,4,1,4,,,,,'di ,འདི་,2,2,89,89,2,don dag,NA,5,abstract,refexpr,20,20,18260C0C676A5,,འདི,འདི,NA,,,FALSE,3,516BAAFAA432,three-dadronmum-2537,28.23279491529988,29.573138637891066,NA,NA,28.138,ད་འདི་ང་ག་འདྲ་སེ་བཤད་དགོས་རེད། ,29.573138637891066,28.23279491529988,How should I tell you this?,20,9,ད་འདི་ང་ག་འདྲས་ཟེ་བཤད་དགོས་རེད། ,ཟླ་སྒྲོན་,29.551,ད་ འདི་ ང་ ག་འདྲ་སེ་ བཤད་ དགོས་ རེད །,da  'di  nga  ga 'dra se  bshad  dgos  red /,88,95,N,dem,d,2,theme,p,R,ད་ འདི་ ང་ ག་འདྲ་སེ་ བཤད་ དགོས་ རེད །,35B78CB93E765,2BFE7AD86D774,བཤད་ དགོས་ རེད,བཤད,དགོས་ རེད,Q,Ind,Neutral,NA,92,0.6931471805599453,0,0.6931471805599453,0,3,0,1,0,1.0986122886681098,0,0,0,0,0,0,1,2,2,0,0,0,P,1,0,0,0,0.6931471805599453,1,P
C830CCD9C111,three-dadronmum-2537,2DEF3BC476457,144BBCD2DFCA2,31BF40ED7D67F,9,A,2,1,2,,,,,nga ,ང་,3,3,90,90,1,zla sgron,NA,37,person,refexpr,20,20,8C53BD79C062,,ང,ང,NA,,,FALSE,1,516BAAFAA432,three-dadronmum-2537,28.23279491529988,29.573138637891066,NA,NA,28.138,ད་འདི་ང་ག་འདྲ་སེ་བཤད་དགོས་རེད། ,29.573138637891066,28.23279491529988,How should I tell you this?,20,9,ད་འདི་ང་ག་འདྲས་ཟེ་བཤད་དགོས་རེད། ,ཟླ་སྒྲོན་,29.551,ད་ འདི་ ང་ ག་འདྲ་སེ་ བཤད་ དགོས་ རེད །,da  'di  nga  ga 'dra se  bshad  dgos  red /,88,95,N,pers,d,2,agent,p,R,ད་ འདི་ ང་ ག་འདྲ་སེ་ བཤད་ དགོས་ རེད །,35B78CB93E765,2BFE7AD86D774,བཤད་ དགོས་ རེད,བཤད,དགོས་ རེད,Q,Ind,Neutral,NA,92,0.6931471805599453,1.791759469228055,1.9459101490553132,1.791759469228055,3,8,14,8,1.0986122886681098,3,2.1972245773362196,3,0,0,1,2,2,1,0,0,0,A,0,1,1,0,0.6931471805599453,1,Base
Sprel2tYV0u,lhasa-reminisce-11421,wb3m5q9buX3,WFmeBe1kHXk,Tk5C047WY7z,93,EXIST,5,1,17,,,,,nga tsho ,ང་ཚོ་,1,1,2737,2737,171,skyes pa + bud med,NA,19,person,refexpr,553,553,Y0pR5kBIwIQ,,ང་ཚོ,ང་ཚོ,NA,,,FALSE,1,2XQRMyl19bV,lhasa-reminisce-11421,438.0574846525102,439.04816993357383,NA,NA,437.2,_Hx_འོ_H_ཁྱེད་རང་ང་ཚོ་སློབ་གྲྭ་ཡོད་དུས་_P__mm_ག་ཚོད་རེད། དགུང་ལོ། ,439.04816993357383,438.0574846525102,How old were you when we were at the school?,554,237,ང་ཚོ་སློབ་གྲྭ་ཡོད་དུས་_P__mm_,བུད་མེད་,440.132,ང་ཚོ་ སློབ་གྲྭ་ ཡོད་ དུས་ _P_ _mm_,nga tsho  slob grwa  yod  dus  [_P_] [_mm_],2737,2742,N,pers,d,2,none,p,R,ང་ཚོ་ སློབ་གྲྭ་ ཡོད་ དུས་ _P_ _mm_,CYpF5DPwUe1,KwKHQ9r9Qkr,ཡོད་ དུས་,ཡོད,དུས,Ind,Ego?,Neutral,Time,2739,0,0,0,0,3,4,2,4,1.3862943611198906,4,1.0986122886681098,4,0,0,1,1,2,2,0,0,0,EXIST,NA,1,1,0,1.0986122886681098,1,EXIST
whKBzPVP5Aw,lhasa-reminisce-11421,fiqH8Y8O27F,pZrpMxqcsdz,vc0EGQwWBsj,1508,COPLOC,9,1,326,,,,,slob grwa ,སློབ་གྲྭ་,2,2,2738,2738,87,slob grwar,NA,2,location,refexpr,553,553,QSwG3jQBKtX,,སློབ་གྲྭ,སློབ་གྲྭ,NA,,,FALSE,3,2XQRMyl19bV,lhasa-reminisce-11421,438.0574846525102,439.04816993357383,NA,NA,437.2,_Hx_འོ_H_ཁྱེད་རང་ང་ཚོ་སློབ་གྲྭ་ཡོད་དུས་_P__mm_ག་ཚོད་རེད། དགུང་ལོ། ,439.04816993357383,438.0574846525102,How old were you when we were at the school?,554,237,ང་ཚོ་སློབ་གྲྭ་ཡོད་དུས་_P__mm_,བུད་མེད་,440.132,ང་ཚོ་ སློབ་གྲྭ་ ཡོད་ དུས་ _P_ _mm_,nga tsho  slob grwa  yod  dus  [_P_] [_mm_],2737,2742,N,nonPron,na,2,location/goal,l,R,ང་ཚོ་ སློབ་གྲྭ་ ཡོད་ དུས་ _P_ _mm_,CYpF5DPwUe1,KwKHQ9r9Qkr,ཡོད་ དུས་,ཡོད,དུས,Ind,Ego?,Neutral,Time,2739,0,0,0,0,1,0,0,0,0.6931471805599453,0,0,0,0,0,0,2,2,1,0,0,0,COPLOC,NA,0,0,0,1.0986122886681098,0,Base
vHWgEqAowsFYd,lhasa-reminisce-11421,FQfm8fgkZgW,,HrU1qiTlINxoB,N/A,LVP,9,2,N/A,,,,,mo Ta  dang  'di  gas  kyang ,མོ་ཊ་ དང་ འདི་ གས་ ཀྱང་,1,3,3531,3535,236,mo Ta etc,NA,2,thing,refexpr,715,716,3qI6YVTF2C4,combined,མོ་ཊ་ དང་ འདི་ གས་ ཀྱང,མོ་ཊ་དང་འདི་གས,NA,ཀྱང,,FALSE,3,PoGrwl5Hd4M,lhasa-reminisce-11421,557.3749145754673,557.7251421509384,NA,NA,556.7,ཨ་ནི་མོ་ཊ་དང་འདི་གས་ཀྱང་ངས་གྲ་སྒྲིག་བྱེད་ཀོསྣང་དག་ཡོད་མ་རེད། ,557.7251421509384,557.3749145754673,I will arrange the car.,718,293,འདི་གས་ཀྱང་,སྐྱེས་པ་,558.566,འདི་ གས་ ཀྱང་,'di  gas  kyang ,3533,3535,N,nonPron,na,2,NA,l,R,འདི་ གས་ ཀྱང་,u9Q1G0g6Xvg,oV1gCmSmbza,བྱེད་ ཀོ,བྱེད,ཀོ,Ind,None,Neutral,NA,3539,0.6931471805599453,0,0.6931471805599453,0,1,0,1,0,0,0,0,0,0,0,0,1,2,2,0,0,0,P,NA,0,0,0,1.9459101490553132,0,P
3AMgebC5HfO,lhasa-reminisce-11421,fyDiMbIl0Ec,hRdSEXrraqK,KGKN3LsRwJc,13,LVA,4,2,4,,,,,nga sa ,ང ས་,1,2,3536,3537,308,skyes pa,NA,80,person,refexpr,717,717,PTyNpRulnDT,,ང ས,ང,ས,,,FALSE,1,hLMHvMbFWDN,lhasa-reminisce-11421,557.7251421509384,558.4465064108641,NA,NA,556.7,ཨ་ནི་མོ་ཊ་དང་འདི་གས་ཀྱང་ངས་གྲ་སྒྲིག་བྱེད་ཀོསྣང་དག་ཡོད་མ་རེད། ,558.4465064108641,557.7251421509384,I will arrange the car.,719,293,ངས་གྲ་སྒྲིག་བྱེད་ཀོ,སྐྱེས་པ་,558.566,ང ས་ གྲ་སྒྲིག་ བྱེད་ ཀོ,nga sa  gra sgrig  byed  ko,3536,3540,N,pers,d,2,agent,p,R,ང ས་ གྲ་སྒྲིག་ བྱེད་ ཀོ,u9Q1G0g6Xvg,oV1gCmSmbza,བྱེད་ ཀོ,བྱེད,ཀོ,Ind,None,Neutral,NA,3539,0,1.0986122886681098,0,1.0986122886681098,33,38,2,38,3.5263605246161616,36,1.0986122886681098,36,0,0,1,2,2,1,0,0,0,A,NA,1,1,0,1.0986122886681098,1,Base
MaXQgWgjjXh,three-baby-8121,E1i9aTUMgBW,,MWZLIZlkrWN,N/A,T,26,4,N/A,,,,,deng sang  phyi rgyal  gyi  'ang ,དེང་སང་ ཕྱི་རྒྱལ་ གྱི་ འང་,4,7,564,567,43,phyi rgyal gyi chu gdan (shog bu),NA,5,thing,refexpr,116,116,qvhYZnas2be,,དེང་སང་ ཕྱི་རྒྱལ་ གྱི་ འང,དེང་སང་ཕྱི་རྒྱལ,གྱི,འང,,FALSE,3,oXbu13dl68P,three-baby-8121,113.5,115.26,NA,NA,107.667,འོ། _ཨཱ་ནི་ཕྲུ་གུ་༼སྤུ་གུ་༽སྐྱེ་ཚར་ནས་ཕྲུ་གུ་༼སྤུ་གུ་༽ཡཱ་ཆུ་གདན་ང་ཚོ་བོད་པའི་རས་ཨེ་ནས་གཏིང་ན་དགའ་བ་ཡོག་རེད། _ཡང་དེང་སང་ཕྱི་རྒྱལ་ཕྲུ་གུ་༼སྤུ་གུ་༽ཡཱ་གཏིང་ཡག་ཨེ་འདྲས། ,115.26,113.5,Yes. Should I use cloth as a diaper like we Tibetans do or a foreign product? Which one is better?,122,37.0,ཡང་ད-དེང་སང་ཕྱི་རྒྱལ་གྱི་འང་,སྦྲུམ་མ་,116.133,ཡང་ ད- <0> དེང་སང་ ཕྱི་རྒྱལ་ གྱི་ འང་,yang  da[-]  deng sang  phyi rgyal  gyi  'ang ,561,567,N,nonPron,na,2,NA,l,R,ཡང་ ད- <0> དེང་སང་ ཕྱི་རྒྱལ་ གྱི་ འང་,ba372ZwARox,eVEutaJqdRY,གཏིང་ ཡ་,གཏིང,ཡ,Ind,None,Neutral,Nom,570,0,0,0.6931471805599453,0,0,0,5,0,0,0,1.6094379124341003,0,0,0,0,1,2,2,0,0,0,T,NA,0,0,0,1.9459101490553132,0,P
dgT3ZgIDwpe,three-baby-8121,hbMOmNccKZc,YjnssiuFTSy,nU9f8S9FRWB,23,R,10,2,4,,,,,phru gu  ya ,ཕྲུ་གུ་ ཡ་,1,2,568,569,6,sbrum ma'i phru gu,NA,22,person,refexpr,117,117,bg0FDEkXxxI,,ཕྲུ་གུ་ ཡ,ཕྲུ་གུ་ཡ,NA,,,FALSE,3,mUBWsSR9Tf7,three-baby-8121,115.26,116.079,NA,NA,107.667,འོ། _ཨཱ་ནི་ཕྲུ་གུ་༼སྤུ་གུ་༽སྐྱེ་ཚར་ནས་ཕྲུ་གུ་༼སྤུ་གུ་༽ཡཱ་ཆུ་གདན་ང་ཚོ་བོད་པའི་རས་ཨེ་ནས་གཏིང་ན་དགའ་བ་ཡོག་རེད། _ཡང་དེང་སང་ཕྱི་རྒྱལ་ཕྲུ་གུ་༼སྤུ་གུ་༽ཡཱ་གཏིང་ཡག་ཨེ་འདྲས། ,116.079,115.26,Yes. Should I use cloth as a diaper like we Tibetans do or a foreign product? Which one is better?,123,37.0,ཕྲུ་གུ་༼སྤུ་གུ་༽ཡ་གཏིང་ཡ་ཨེ་འདྲས། ,སྦྲུམ་མ་,116.133,ཕྲུ་གུ་ ཡ་ གཏིང་ ཡ་ ཨེ་འདྲས །,phru gu  ya  gting  ya  e 'dras /,568,573,N,nonPron,na,2,NA,l,R,ཕྲུ་གུ་ ཡ་ གཏིང་ ཡ་ ཨེ་འདྲས །,ba372ZwARox,eVEutaJqdRY,གཏིང་ ཡ་,གཏིང,ཡ,Ind,None,Neutral,Nom,570,1.0986122886681098,0,0,0,6,10,2,10,1.6094379124341003,10,1.0986122886681098,10,0,0,0,2,2,1,0.6931471805599453,0,0,R,NA,1,0,0,1.3862943611198906,0,R
